0.0	0.0		
0.0	0.0		
133.33333333333334	133.33333333333334		
133.33333333333334	133.33333333333334		
133.33333333333334	133.33333333333334		
151.11111111111111	151.11111111111111		
168.8888888888889	168.8888888888889		
186.66666666666669	186.66666666666669		
206.81481481481484	206.81481481481484		
229.33333333333337	229.33333333333337		
254.22222222222226	254.22222222222226		
281.79753086419754	281.79753086419754		
312.3753086419753	312.3753086419753		
346.2716049382716	346.2716049382716		
250.51127572016463	250.51127572016463		
292.161316872428	292.161316872428		
338.3308641975309	338.3308641975309		
353.9545898491084	353.9545898491084		
375.13165432098776	375.13165432098776		
402.4646584362141	176.0782880658436		
429.5104556012804	187.91082432556013	200.0	200.0
457.0094909922269	199.94165230909923	400.0	400.0
485.7825565614999	199.32399689071786	600.0000000000001	600.0000000000001
515.475308666362	198.22126411217806	826.6666666666666	826.6666666666666
545.8321296875478	196.50674938576435	680.0000000000001	680.0000000000001
576.7068409327848	193.30435290809328	560.0	560.0
607.8638779730734	430.69501869918207	470.22222222222234	470.22222222222234
638.9914541124831	415.2458774650206	360.88888888888897	360.88888888888897
669.7161522450849	394.85024386099684	435.5555555555556	435.5555555555556
717.3631658788061	418.8747429248658	498.251851851852	498.251851851852
763.60718417748	435.2860176705449	546.3703703703704	546.3703703703704
807.7918892504872	442.821934959007	604.4444444444446	604.4444444444446
856.2463660544469	451.47795536910803	670.8780246913581	670.8780246913581
908.0431033686459	459.498537149049	743.7274074074077	743.7274074074077
962.0867341438824	495.06435673480416	824.3200000000002	824.3200000000002
1018.9848555376378	530.2066408739438	887.1037366255147	887.1037366255147
1079.1226705211607	564.8142255192704	932.934057613169	932.934057613169
1142.6298941988116	604.2462734984819	962.8433909465023	962.8433909465023
1209.764500448315	648.5109904000506	970.9016669410153	970.9016669410153
1280.8699058927964	697.6186538845182	1004.6262079561046	1004.6262079561046
1356.3263129949335	752.4109099632366	1058.3386600823048	1013.0613860082307
1436.5797293249657	781.4530395233526	1125.095919378144	986.2214449748518
1522.163522895674	819.1027430459521	1210.9275619204395	927.0423194513033
1613.7115443289872	866.7774985262507	1293.9653091906725	807.7775867215366
1709.6070861218086	915.1212714060489	1377.5445181941782	716.1580549623535
1810.7479312842343	966.2968347894365	1466.1521437341873	656.3417161896054
1918.2038852947012	1022.8242432650688	1558.0882590336846	626.0005050446579
2031.985314637016	474.53146653062254	1652.310458167394	677.0950297474574
